filename,m,n,num_cell_clusters,num_mutation_clusters,num_variables,num_clauses,formula_gen_time,unigen_time,num_samples
m5_n5_s10_k1_loss0.1_a0.001_b0.2.B,5,5,2,2,252,31447,0.19839143753051758,0.10335087776184082,-1
m5_n5_s10_k1_loss0.2_a0.001_b0.2.B,5,5,2,2,252,31447,0.20465421676635742,0.09343290328979492,-1
m5_n5_s10_k1_loss0.4_a0.001_b0.2.B,5,5,2,2,252,31447,0.2017366886138916,0.09358596801757812,-1
m5_n5_s1_k1_loss0.1_a0.001_b0.2.B,5,5,4,3,249,31467,0.2069542407989502,1.806243658065796,108
m5_n5_s1_k1_loss0.2_a0.001_b0.2.B,5,5,4,3,249,31467,0.2092304229736328,1.8021938800811768,107
m5_n5_s1_k1_loss0.4_a0.001_b0.2.B,5,5,4,3,249,31467,0.20642495155334473,1.9259908199310303,108
m5_n5_s2_k1_loss0.1_a0.001_b0.2.B,5,5,3,4,222,31388,0.20235633850097656,0.2193129062652588,84
m5_n5_s2_k1_loss0.2_a0.001_b0.2.B,5,5,3,4,233,31418,0.2030489444732666,0.7107043266296387,97
m5_n5_s2_k1_loss0.4_a0.001_b0.2.B,5,5,3,4,233,31418,0.20086359977722168,0.7116010189056396,98
m5_n5_s3_k1_loss0.1_a0.001_b0.2.B,5,5,3,3,251,31442,0.20420527458190918,0.8703489303588867,95
m5_n5_s3_k1_loss0.2_a0.001_b0.2.B,5,5,3,3,251,31442,0.20591521263122559,0.863476037979126,91
m5_n5_s3_k1_loss0.4_a0.001_b0.2.B,5,5,3,3,251,31442,0.20699501037597656,0.8459138870239258,101
m5_n5_s4_k1_loss0.1_a0.001_b0.2.B,5,5,4,3,235,31423,0.20540452003479004,0.9877545833587646,102
m5_n5_s4_k1_loss0.2_a0.001_b0.2.B,5,5,4,3,235,31423,0.20545029640197754,0.9831657409667969,105
m5_n5_s4_k1_loss0.4_a0.001_b0.2.B,5,5,4,3,235,31423,0.21402239799499512,0.9702656269073486,108
m5_n5_s5_k1_loss0.1_a0.001_b0.2.B,5,5,5,5,217,31394,0.1973710060119629,1.6130568981170654,108
m5_n5_s5_k1_loss0.2_a0.001_b0.2.B,5,5,5,5,217,31394,0.2037980556488037,1.5570096969604492,108
m5_n5_s5_k1_loss0.4_a0.001_b0.2.B,5,5,5,5,217,31394,0.2035083770751953,1.458451271057129,108
m5_n5_s6_k1_loss0.1_a0.001_b0.2.B,5,5,4,3,236,31428,0.2044675350189209,0.949089527130127,108
m5_n5_s6_k1_loss0.2_a0.001_b0.2.B,5,5,4,3,236,31428,0.20466160774230957,0.9951176643371582,106
m5_n5_s6_k1_loss0.4_a0.001_b0.2.B,5,5,4,3,236,31428,0.2047290802001953,0.989079475402832,108
m5_n5_s7_k1_loss0.1_a0.001_b0.2.B,5,5,3,2,252,31447,0.1969151496887207,0.227325439453125,48
m5_n5_s7_k1_loss0.2_a0.001_b0.2.B,5,5,3,2,252,31447,0.20261812210083008,0.23717904090881348,49
m5_n5_s7_k1_loss0.4_a0.001_b0.2.B,5,5,3,2,252,31447,0.2027299404144287,0.2270965576171875,49
m5_n5_s8_k1_loss0.1_a0.001_b0.2.B,5,5,3,4,236,31428,0.20414090156555176,0.31820249557495117,98
m5_n5_s8_k1_loss0.2_a0.001_b0.2.B,5,5,3,4,236,31428,0.20484375953674316,0.3422389030456543,100
m5_n5_s8_k1_loss0.4_a0.001_b0.2.B,5,5,3,4,236,31428,0.2039477825164795,0.32689690589904785,92
m5_n5_s9_k1_loss0.1_a0.001_b0.2.B,5,5,2,2,252,31447,0.20258784294128418,0.09558391571044922,-1
m5_n5_s9_k1_loss0.2_a0.001_b0.2.B,5,5,2,2,252,31447,0.2034773826599121,0.10003805160522461,-1
m5_n5_s9_k1_loss0.4_a0.001_b0.2.B,5,5,2,2,252,31447,0.20070385932922363,0.09118294715881348,-1
m6_n5_s10_k1_loss0.1_a0.001_b0.2.B,6,5,3,3,327,61948,0.37940430641174316,1.9151482582092285,107
m6_n5_s10_k1_loss0.2_a0.001_b0.2.B,6,5,3,3,327,61948,0.3839564323425293,1.9283032417297363,106
m6_n5_s10_k1_loss0.4_a0.001_b0.2.B,6,5,3,3,327,61948,0.3877677917480469,2.009942054748535,106
m6_n5_s1_k1_loss0.1_a0.001_b0.2.B,6,5,5,5,290,61902,0.38669466972351074,8.126809120178223,108
m6_n5_s1_k1_loss0.2_a0.001_b0.2.B,6,5,5,5,290,61902,0.3835756778717041,11.403323888778687,108
m6_n5_s1_k1_loss0.4_a0.001_b0.2.B,6,5,5,5,290,61902,0.38295507431030273,10.115033864974976,108
m6_n5_s2_k1_loss0.1_a0.001_b0.2.B,6,5,3,3,303,61884,0.4077575206756592,1.0219461917877197,101
m6_n5_s2_k1_loss0.2_a0.001_b0.2.B,6,5,3,3,303,61884,0.4206271171569824,0.996326208114624,101
m6_n5_s2_k1_loss0.4_a0.001_b0.2.B,6,5,3,3,303,61884,0.39839887619018555,0.9718301296234131,100
m6_n5_s3_k1_loss0.1_a0.001_b0.2.B,6,5,4,3,328,61951,0.3988785743713379,3.0091323852539062,105
m6_n5_s3_k1_loss0.2_a0.001_b0.2.B,6,5,4,3,328,61951,0.3967103958129883,2.9550681114196777,107
m6_n5_s3_k1_loss0.4_a0.001_b0.2.B,6,5,4,3,328,61951,0.39591455459594727,3.0211031436920166,107
m6_n5_s4_k1_loss0.1_a0.001_b0.2.B,6,5,3,3,322,61934,0.37696337699890137,1.5371711254119873,103
m6_n5_s4_k1_loss0.2_a0.001_b0.2.B,6,5,3,3,322,61934,0.38895320892333984,1.5817782878875732,104
m6_n5_s4_k1_loss0.4_a0.001_b0.2.B,6,5,3,3,322,61934,0.3801281452178955,1.549041748046875,103
m6_n5_s5_k1_loss0.1_a0.001_b0.2.B,6,5,5,5,283,61887,0.38793230056762695,14.571218967437744,108
m6_n5_s5_k1_loss0.2_a0.001_b0.2.B,6,5,5,5,283,61887,0.3896157741546631,26.43448233604431,108
m6_n5_s5_k1_loss0.4_a0.001_b0.2.B,6,5,5,5,283,61887,0.38588786125183105,16.426433324813843,108
m6_n5_s6_k1_loss0.1_a0.001_b0.2.B,6,5,3,3,327,61948,0.378908634185791,2.28118634223938,105
m6_n5_s6_k1_loss0.2_a0.001_b0.2.B,6,5,3,3,327,61948,0.3908991813659668,2.3136188983917236,101
m6_n5_s6_k1_loss0.4_a0.001_b0.2.B,6,5,3,3,327,61948,0.38176894187927246,2.2422845363616943,104
m6_n5_s7_k1_loss0.1_a0.001_b0.2.B,6,5,4,4,305,61917,0.3812553882598877,1.7515954971313477,108
m6_n5_s7_k1_loss0.2_a0.001_b0.2.B,6,5,4,4,305,61917,0.3817102909088135,1.836085319519043,104
m6_n5_s7_k1_loss0.4_a0.001_b0.2.B,6,5,4,4,305,61917,0.3819286823272705,1.7446942329406738,107
m6_n5_s8_k1_loss0.1_a0.001_b0.2.B,6,5,4,3,325,61944,0.38312268257141113,1.7492389678955078,107
m6_n5_s8_k1_loss0.2_a0.001_b0.2.B,6,5,4,3,325,61944,0.3802506923675537,1.7407715320587158,106
m6_n5_s8_k1_loss0.4_a0.001_b0.2.B,6,5,4,3,325,61944,0.3797011375427246,1.7539002895355225,106
m6_n5_s9_k1_loss0.1_a0.001_b0.2.B,6,5,4,3,343,61999,0.38257312774658203,21.92612385749817,108
m6_n5_s9_k1_loss0.2_a0.001_b0.2.B,6,5,4,3,343,61999,0.3938932418823242,36.058459758758545,108
m6_n5_s9_k1_loss0.4_a0.001_b0.2.B,6,5,4,3,343,61999,0.4077796936035156,16.965834140777588,107
m7_n5_s10_k1_loss0.1_a0.001_b0.2.B,7,5,5,4,366,107423,0.6305911540985107,5.948065757751465,108
m7_n5_s10_k1_loss0.2_a0.001_b0.2.B,7,5,5,4,366,107423,0.6756749153137207,5.718805551528931,108
m7_n5_s10_k1_loss0.4_a0.001_b0.2.B,7,5,5,4,374,107444,0.6278202533721924,5.278143405914307,108
m7_n5_s1_k1_loss0.1_a0.001_b0.2.B,7,5,5,4,389,107492,0.6292321681976318,897.4046549797058,108
m7_n5_s1_k1_loss0.2_a0.001_b0.2.B,7,5,5,4,389,107492,0.6287932395935059,834.6277174949646,108
m7_n5_s1_k1_loss0.4_a0.001_b0.2.B,7,5,5,4,389,107492,0.6301145553588867,0.4574706554412842,-1
m7_n5_s2_k1_loss0.1_a0.001_b0.2.B,7,5,3,3,394,107471,0.6314623355865479,0.8890748023986816,-1
m7_n5_s1_k1_loss0.4_a0.001_b0.2.B,7,5,5,4,389,107492,0.6249732971191406,743.6511585712433,108
m7_n5_s2_k1_loss0.1_a0.001_b0.2.B,7,5,3,3,394,107471,0.6301519870758057,2.138612985610962,93
m7_n5_s2_k1_loss0.2_a0.001_b0.2.B,7,5,3,3,409,107519,0.6372241973876953,4.725872278213501,107
m7_n5_s2_k1_loss0.4_a0.001_b0.2.B,7,5,3,3,409,107519,0.6345951557159424,4.563159465789795,107
m7_n5_s3_k1_loss0.1_a0.001_b0.2.B,7,5,3,3,394,107471,0.672370433807373,2.085529088973999,80
m7_n5_s3_k1_loss0.2_a0.001_b0.2.B,7,5,3,3,394,107471,0.6510002613067627,2.104642391204834,84
m7_n5_s3_k1_loss0.4_a0.001_b0.2.B,7,5,3,3,394,107471,0.6310698986053467,2.1434433460235596,88
m7_n5_s4_k1_loss0.1_a0.001_b0.2.B,7,5,4,4,399,107517,0.6284058094024658,11.084584474563599,108
m7_n5_s4_k1_loss0.2_a0.001_b0.2.B,7,5,4,4,399,107517,0.6369786262512207,10.412231922149658,107
m7_n5_s4_k1_loss0.4_a0.001_b0.2.B,7,5,4,4,399,107517,0.6480667591094971,10.701388835906982,108
m7_n5_s5_k1_loss0.1_a0.001_b0.2.B,7,5,5,4,395,107509,0.6308169364929199,87.23571562767029,108
m7_n5_s5_k1_loss0.2_a0.001_b0.2.B,7,5,5,4,395,107509,0.6289346218109131,70.15044069290161,108
m7_n5_s5_k1_loss0.4_a0.001_b0.2.B,7,5,5,4,395,107509,0.6443626880645752,113.45076990127563,108
m7_n5_s6_k1_loss0.1_a0.001_b0.2.B,7,5,5,4,395,107509,0.6313955783843994,65.14158582687378,108
m7_n5_s6_k1_loss0.2_a0.001_b0.2.B,7,5,5,4,395,107509,0.6602051258087158,49.895034313201904,108
m7_n5_s6_k1_loss0.4_a0.001_b0.2.B,7,5,5,4,395,107509,0.6290264129638672,40.45920372009277,108
m7_n5_s7_k1_loss0.1_a0.001_b0.2.B,7,5,5,5,357,107392,0.6314258575439453,2.381946563720703,107
m7_n5_s7_k1_loss0.2_a0.001_b0.2.B,7,5,5,5,357,107392,0.6383533477783203,2.43562650680542,108
m7_n5_s7_k1_loss0.4_a0.001_b0.2.B,7,5,5,5,388,107487,0.633234977722168,78.00243878364563,108
m7_n5_s8_k1_loss0.1_a0.001_b0.2.B,7,5,3,3,409,107519,0.6377527713775635,3.4778664112091064,82
m7_n5_s8_k1_loss0.2_a0.001_b0.2.B,7,5,3,3,409,107519,0.6320481300354004,3.4792706966400146,72
m7_n5_s8_k1_loss0.4_a0.001_b0.2.B,7,5,3,3,409,107519,0.6275966167449951,3.411613702774048,80
m7_n5_s9_k1_loss0.1_a0.001_b0.2.B,7,5,5,4,398,107517,0.6348240375518799,3028.017158508301,108
